county,State,per capita income,median household income,median family income,population,number of households,County_State,Counts,website_count,OrganicYN,BakedgoodsYN,CheeseYN,CraftsYN,FlowersYN,EggsYN,SeafoodYN,HerbsYN,VegetablesYN,HoneyYN,JamsYN,MapleYN,MeatYN,NurseryYN,NutsYN,PlantsYN,PoultryYN,PreparedYN,SoapYN,TreesYN,WineYN,CoffeeYN,BeansYN,FruitsYN,GrainsYN,JuicesYN,MushroomsYN,PetFoodYN,TofuYN,WildHarvestedYN
Bulloch,Georgia,"$18,587 ","$35,840 ","$52,100 ","71,190","25,254","Bulloch, Georgia",1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Claiborne,Tennessee,"$18,583 ","$33,229 ","$42,766 ","31,915","12,553","Claiborne, Tennessee",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cherokee,Oklahoma,"$18,582 ","$37,260 ","$49,379 ","47,488","16,875","Cherokee, Oklahoma",1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange,Indiana,"$18,576 ","$38,826 ","$46,454 ","19,829","7,688","Orange, Indiana",3,3,2.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Worth,Georgia,"$18,551 ","$35,792 ","$44,411 ","21,670","7,851","Worth, Georgia",1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gulf,Florida,"$18,546 ","$40,455 ","$44,574 ","15,793","5,414","Gulf, Florida",2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Francois,Missouri,"$18,544 ","$37,238 ","$46,537 ","65,602","24,654","St. Francois, Missouri",1,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Dent,Missouri,"$18,544 ","$36,311 ","$42,356 ","15,649","5,858","Dent, Missouri",1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Clay,Arkansas,"$18,509 ","$31,502 ","$41,121 ","15,790","6,814","Clay, Arkansas",2,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Bland,Virginia,"$18,501 ","$42,139 ","$48,906 ","6,795","2,480","Bland, Virginia",1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston,Mississippi,"$18,501 ","$30,821 ","$40,589 ","19,052","7,635","Winston, Mississippi",1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayette,Alabama,"$18,494 ","$33,838 ","$44,034 ","17,110","6,956","Fayette, Alabama",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tippah,Mississippi,"$18,493 ","$34,636 ","$41,358 ","22,080","8,472","Tippah, Mississippi",1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Union,New Mexico,"$18,472 ","$38,902 ","$48,350 ","4,458","1,606","Union, New Mexico",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln,West Virginia,"$18,458 ","$35,487 ","$42,293 ","21,660","8,416","Lincoln, West Virginia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greene,North Carolina,"$18,441 ","$40,853 ","$50,781 ","21,382","7,104","Greene, North Carolina",1,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Suwannee,Florida,"$18,431 ","$35,698 ","$43,716 ","42,865","15,712","Suwannee, Florida",3,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kings,California,"$18,429 ","$48,133 ","$50,489 ","151,806","40,785","Kings, California",2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Attala,Mississippi,"$18,422 ","$31,641 ","$41,356 ","19,383","7,185","Attala, Mississippi",1,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Crawford,Missouri,"$18,415 ","$35,897 ","$44,985 ","24,711","9,485","Crawford, Missouri",3,2,0.0,3.0,0.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Hickman,Tennessee,"$18,383 ","$39,581 ","$47,683 ","24,428","8,846","Hickman, Tennessee",2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
El Paso,Texas,"$18,379 ","$40,157 ","$44,619 ","813,015","255,573","El Paso, Texas",12,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
Wyoming,West Virginia,"$18,377 ","$34,454 ","$47,602 ","23,479","9,101","Wyoming, West Virginia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Putnam,Florida,"$18,377 ","$32,497 ","$40,802 ","73,683","28,047","Putnam, Florida",2,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gooding,Idaho,"$18,373 ","$37,050 ","$45,093 ","15,278","5,552","Gooding, Idaho",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lowndes,Alabama,"$18,368 ","$26,230 ","$40,783 ","11,086","4,212","Lowndes, Alabama",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cherokee,North Carolina,"$18,340 ","$34,432 ","$43,178 ","27,243","10,722","Cherokee, North Carolina",2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Tishomingo,Mississippi,"$18,338 ","$32,592 ","$40,949 ","19,582","7,643","Tishomingo, Mississippi",2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Polk,Georgia,"$18,336 ","$39,208 ","$48,675 ","41,308","14,645","Polk, Georgia",1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Ottawa,Oklahoma,"$18,331 ","$36,473 ","$44,106 ","32,029","12,134","Ottawa, Oklahoma",3,0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0
Copiah,Mississippi,"$18,318 ","$35,421 ","$45,769 ","29,204","9,897","Copiah, Mississippi",2,1,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Levy,Florida,"$18,304 ","$34,348 ","$41,278 ","40,289","15,582","Levy, Florida",1,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Clay,Mississippi,"$18,273 ","$30,764 ","$39,169 ","20,539","7,750","Clay, Mississippi",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cherokee,South Carolina,"$18,240 ","$34,202 ","$43,439 ","55,587","20,762","Cherokee, South Carolina",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,Ohio,"$18,235 ","$35,678 ","$43,771 ","28,406","10,816","Adams, Ohio",1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Franklin,Georgia,"$18,234 ","$34,830 ","$45,934 ","21,998","8,618","Franklin, Georgia",1,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Perry,Kentucky,"$18,224 ","$33,528 ","$40,814 ","28,488","10,801","Perry, Kentucky",1,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dickenson,Virginia,"$18,215 ","$33,318 ","$41,314 ","15,749","6,352","Dickenson, Virginia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White,Tennessee,"$18,205 ","$34,474 ","$42,357 ","25,986","9,729","White, Tennessee",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion,Arkansas,"$18,188 ","$34,494 ","$42,333 ","16,605","7,036","Marion, Arkansas",1,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Crisp,Georgia,"$18,185 ","$35,240 ","$42,934 ","23,521","8,832","Crisp, Georgia",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pike,Mississippi,"$18,183 ","$34,841 ","$41,288 ","40,269","14,614","Pike, Mississippi",2,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Merced,California,"$18,177 ","$42,591 ","$47,456 ","258,707","75,409","Merced, California",5,1,0.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronx,New York,"$18,171 ","$34,388 ","$38,843 ","1,397,315","474,842","Bronx, New York",41,22,3.0,16.0,2.0,3.0,6.0,7.0,0.0,7.0,31.0,13.0,13.0,1.0,1.0,0.0,3.0,9.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,24.0,1.0,2.0,1.0,0.0,0.0,1.0
Monroe,Mississippi,"$18,167 ","$36,308 ","$45,361 ","36,652","13,960","Monroe, Mississippi",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benson,North Dakota,"$18,162 ","$36,491 ","$40,821 ","6,721","2,291","Benson, North Dakota",1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
San Juan,Puerto Rico,"$18,160 ","$21,677 ","$27,916 ","395,326","145,321","San Juan, Puerto Rico",2,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0
Schuyler,Missouri,"$18,160 ","$34,688 ","$45,269 ","4,397","1,773","Schuyler, Missouri",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas,Missouri,"$18,155 ","$40,120 ","$44,382 ","16,733","6,443","Dallas, Missouri",2,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Clare,Michigan,"$18,148 ","$32,668 ","$40,297 ","30,823","13,215","Clare, Michigan",3,2,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Le Flore,Oklahoma,"$18,141 ","$36,542 ","$44,408 ","50,062","18,412","Le Flore, Oklahoma",2,1,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Abbeville,South Carolina,"$18,134 ","$35,947 ","$47,211 ","25,233","9,809","Abbeville, South Carolina",2,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Marion,Mississippi,"$18,126 ","$29,400 ","$38,941 ","26,674","9,985","Marion, Mississippi",1,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Dodge,Georgia,"$18,114 ","$37,292 ","$50,116 ","21,502","8,186","Dodge, Georgia",1,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Itawamba,Mississippi,"$18,106 ","$36,073 ","$45,142 ","23,366","8,859","Itawamba, Mississippi",2,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Socorro,New Mexico,"$18,104 ","$34,036 ","$44,076 ","17,756","5,329","Socorro, New Mexico",2,2,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Breckinridge,Kentucky,"$18,101 ","$38,907 ","$46,870 ","20,059","7,213","Breckinridge, Kentucky",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Osceola,Michigan,"$18,099 ","$37,788 ","$45,839 ","23,404","8,987","Osceola, Michigan",3,1,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Chester,South Carolina,"$18,098 ","$33,103 ","$42,089 ","32,879","12,368","Chester, South Carolina",1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nodaway,Missouri,"$18,079 ","$36,641 ","$56,449 ","23,347","8,599","Nodaway, Missouri",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panola,Mississippi,"$18,073 ","$35,715 ","$41,849 ","34,558","11,928","Panola, Mississippi",2,2,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Decatur,Georgia,"$18,059 ","$30,619 ","$42,523 ","27,676","10,525","Decatur, Georgia",1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Calhoun,West Virginia,"$18,053 ","$31,679 ","$41,920 ","7,603","3,141","Calhoun, West Virginia",2,0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Izard,Arkansas,"$18,040 ","$30,661 ","$39,717 ","13,560","5,682","Izard, Arkansas",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evangeline,Louisiana,"$18,023 ","$31,832 ","$41,022 ","33,793","11,967","Evangeline, Louisiana",1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Avoyelles,Louisiana,"$18,006 ","$33,942 ","$40,311 ","41,765","15,332","Avoyelles, Louisiana",3,2,1.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Dunklin,Missouri,"$17,990 ","$31,304 ","$38,503 ","31,916","12,882","Dunklin, Missouri",1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green,Kentucky,"$17,984 ","$34,406 ","$44,338 ","11,252","4,495","Green, Kentucky",1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Marshall,Mississippi,"$17,978 ","$36,022 ","$41,319 ","36,823","13,050","Marshall, Mississippi",1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upson,Georgia,"$17,978 ","$35,329 ","$43,590 ","26,918","10,341","Upson, Georgia",2,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Caswell,North Carolina,"$17,975 ","$35,315 ","$45,925 ","23,462","8,813","Caswell, North Carolina",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Greer,Oklahoma,"$17,969 ","$39,900 ","$48,694 ","6,178","2,246","Greer, Oklahoma",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lawrence,Kentucky,"$17,960 ","$33,525 ","$42,182 ","15,877","5,823","Lawrence, Kentucky",1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clark,Arkansas,"$17,960 ","$32,721 ","$48,735 ","22,912","8,341","Clark, Arkansas",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton,Georgia,"$17,950 ","$40,606 ","$45,355 ","262,455","86,274","Clayton, Georgia",2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Halifax,North Carolina,"$17,937 ","$32,329 ","$42,607 ","54,251","21,550","Halifax, North Carolina",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Webster,West Virginia,"$17,937 ","$27,645 ","$34,786 ","9,073","3,928","Webster, West Virginia",1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Quay,New Mexico,"$17,936 ","$30,802 ","$41,304 ","8,890","3,476","Quay, New Mexico",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
