date,state,positive,negative,recovered,dateModified,checkTimeEt,death,dateChecked,total,totalTestResults,totalTestResultsIncrease,Total - TotalTestResults
20200609,PA,77056.0,459248.0,53670.0,2020-06-09T00:00:00Z,06/08 20:00,6014.0,2020-06-09T00:00:00Z,536304,536304,8354,0
20200610,PA,77466.0,466964.0,54560.0,2020-06-10T00:00:00Z,06/09 20:00,6062.0,2020-06-10T00:00:00Z,544430,544430,8126,0
20200611,PA,77933.0,476439.0,55665.0,2020-06-11T00:00:00Z,06/10 20:00,6113.0,2020-06-11T00:00:00Z,554372,554372,9942,0
20200612,PA,77999.0,488385.0,56939.0,2020-06-12T00:00:00Z,06/11 20:00,6162.0,2020-06-12T00:00:00Z,566384,566384,12012,0
20200613,PA,78462.0,496589.0,58061.0,2020-06-13T00:00:00Z,06/12 20:00,6211.0,2020-06-13T00:00:00Z,575051,575051,8667,0
20200614,PA,78798.0,504435.0,58310.0,2020-06-14T00:00:00Z,06/13 20:00,6215.0,2020-06-14T00:00:00Z,583233,583233,8182,0
20200615,PA,79121.0,513909.0,58549.0,2020-06-15T00:00:00Z,06/14 20:00,6243.0,2020-06-15T00:00:00Z,593030,593030,9797,0
20200616,PA,79483.0,523609.0,59612.0,2020-06-16T00:00:00Z,06/15 20:00,6276.0,2020-06-16T00:00:00Z,603092,603092,10062,0
20200617,PA,79818.0,533013.0,59863.0,2020-06-17T00:00:00Z,06/16 20:00,6319.0,2020-06-17T00:00:00Z,612831,612831,9739,0
20200618,PA,80236.0,543832.0,60979.0,2020-06-18T00:00:00Z,06/17 20:00,6361.0,2020-06-18T00:00:00Z,624068,624068,11237,0
20200619,PA,80762.0,556456.0,62186.0,2020-06-19T00:00:00Z,06/18 20:00,6399.0,2020-06-19T00:00:00Z,637218,637218,13150,0
20200620,PA,81266.0,566461.0,62574.0,2020-06-19T00:00:00Z,06/18 20:00,6419.0,2020-06-19T00:00:00Z,647727,647727,10509,0
20200621,PA,81730.0,576015.0,62932.0,2020-06-21T00:00:00Z,06/20 20:00,6423.0,2020-06-21T00:00:00Z,657745,657745,10018,0
20200622,PA,82186.0,585662.0,64105.0,2020-06-22T00:00:00Z,06/21 20:00,6426.0,2020-06-22T00:00:00Z,667848,667848,10103,0
20200623,PA,82696.0,596407.0,64502.0,2020-06-23T00:00:00Z,06/22 20:00,6464.0,2020-06-23T00:00:00Z,679103,679103,11255,0
20200624,PA,83191.0,608217.0,64502.0,2020-06-24T00:00:00Z,06/23 20:00,6518.0,2020-06-24T00:00:00Z,691408,691408,12305,0
20200625,PA,83770.0,621031.0,65340.0,2020-06-24T00:00:00Z,06/23 20:00,6557.0,2020-06-24T00:00:00Z,704801,704801,13393,0
20200626,PA,84370.0,634711.0,65808.0,2020-06-26T00:00:00Z,06/25 20:00,6579.0,2020-06-26T00:00:00Z,719081,719081,14280,0
20200627,PA,84370.0,634711.0,65808.0,2020-06-26T12:00:00Z,06/26 08:00,6579.0,2020-06-26T12:00:00Z,719081,719081,0,0
20200628,PA,85496.0,657486.0,66686.0,2020-06-28T12:00:00Z,06/28 08:00,6579.0,2020-06-28T12:00:00Z,742982,742982,23901,0
20200629,PA,85988.0,666901.0,67070.0,2020-06-29T00:00:00Z,06/28 20:00,6614.0,2020-06-29T00:00:00Z,752889,752889,9907,0
20200630,PA,86606.0,677581.0,67552.0,2020-06-30T00:00:00Z,06/29 20:00,6649.0,2020-06-30T00:00:00Z,764187,764187,11298,0
20200316,PR,5.0,9.0,,2020-03-16T15:44:00Z,03/16 11:44,,2020-03-16T15:44:00Z,14,14,0,0
20200317,PR,5.0,13.0,,2020-03-17T15:41:00Z,03/17 11:41,,2020-03-17T15:41:00Z,22,18,4,4
20200318,PR,5.0,31.0,,2020-03-17T22:00:00Z,03/17 18:00,,2020-03-17T22:00:00Z,57,36,18,21
20200319,PR,5.0,56.0,,2020-03-19T07:50:00Z,03/19 03:50,,2020-03-19T07:50:00Z,90,61,25,29
20200320,PR,14.0,114.0,,2020-03-20T13:00:00Z,03/20 09:00,,2020-03-20T13:00:00Z,180,128,67,52
20200321,PR,21.0,143.0,,2020-03-21T13:00:00Z,03/21 09:00,,2020-03-21T13:00:00Z,235,164,36,71
20200322,PR,23.0,183.0,,2020-03-22T07:00:00Z,03/22 03:00,1.0,2020-03-22T07:00:00Z,275,206,42,69
20200323,PR,31.0,189.0,,2020-03-23T07:00:00Z,03/23 03:00,2.0,2020-03-23T07:00:00Z,255,220,14,35
20200324,PR,39.0,268.0,,2020-03-23T07:00:00Z,03/23 03:00,2.0,2020-03-23T07:00:00Z,349,307,87,42
20200325,PR,51.0,317.0,,2020-03-25T07:00:00Z,03/25 03:00,2.0,2020-03-25T07:00:00Z,438,368,61,70
20200326,PR,64.0,377.0,,2020-03-26T07:00:00Z,03/26 03:00,2.0,2020-03-26T07:00:00Z,776,441,73,335
20200327,PR,79.0,519.0,,2020-03-27T07:00:00Z,03/27 03:00,3.0,2020-03-27T07:00:00Z,932,598,157,334
20200328,PR,100.0,739.0,,2020-03-28T07:00:00Z,03/28 03:00,3.0,2020-03-28T07:00:00Z,1631,839,241,792
20200329,PR,127.0,841.0,,2020-03-29T07:00:00Z,03/29 03:00,5.0,2020-03-29T07:00:00Z,1785,968,129,817
20200330,PR,174.0,931.0,,2020-03-30T07:00:00Z,03/30 03:00,6.0,2020-03-30T07:00:00Z,1899,1105,137,794
20200331,PR,239.0,1195.0,,2020-03-30T07:00:00Z,03/30 03:00,8.0,2020-03-30T07:00:00Z,2288,1434,329,854
20200401,PR,286.0,1409.0,,2020-04-01T07:00:00Z,04/01 03:00,11.0,2020-04-01T07:00:00Z,2592,1695,261,897
20200402,PR,316.0,1604.0,,2020-04-02T07:00:00Z,04/02 03:00,12.0,2020-04-02T07:00:00Z,3039,1920,225,1119
20200403,PR,378.0,2049.0,,2020-04-03T07:00:00Z,04/03 03:00,15.0,2020-04-03T07:00:00Z,3482,2427,507,1055
20200404,PR,452.0,2605.0,,2020-04-04T07:00:00Z,04/04 03:00,18.0,2020-04-04T07:00:00Z,4186,3057,630,1129
20200405,PR,475.0,3073.0,,2020-04-05T07:00:00Z,04/05 03:00,20.0,2020-04-05T07:00:00Z,4587,3548,491,1039
20200406,PR,513.0,3432.0,,2020-04-06T07:00:00Z,04/06 03:00,21.0,2020-04-06T07:00:00Z,4945,3945,397,1000
20200407,PR,573.0,3966.0,,2020-04-07T07:00:00Z,04/07 03:00,23.0,2020-04-07T07:00:00Z,5507,4539,594,968
20200408,PR,620.0,4266.0,,2020-04-08T09:00:00Z,04/08 05:00,24.0,2020-04-08T09:00:00Z,6046,4886,347,1160
20200409,PR,683.0,4703.0,,2020-04-09T07:00:00Z,04/09 03:00,33.0,2020-04-09T07:00:00Z,6690,5386,500,1304
20200410,PR,725.0,5121.0,,2020-04-10T06:00:00Z,04/10 02:00,39.0,2020-04-10T06:00:00Z,7238,5846,460,1392
20200411,PR,788.0,5583.0,,2020-04-11T07:00:00Z,04/11 03:00,42.0,2020-04-11T07:00:00Z,7703,6371,525,1332
20200412,PR,897.0,5819.0,,2020-04-12T07:00:00Z,04/12 03:00,44.0,2020-04-12T07:00:00Z,7967,6716,345,1251
20200413,PR,903.0,5960.0,,2020-04-13T06:00:00Z,04/13 02:00,45.0,2020-04-13T06:00:00Z,8151,6863,147,1288
20200414,PR,923.0,6284.0,,2020-04-14T07:00:00Z,04/14 03:00,45.0,2020-04-14T07:00:00Z,8529,7207,344,1322
20200415,PR,974.0,6825.0,,2020-04-15T07:00:00Z,04/15 03:00,51.0,2020-04-15T07:00:00Z,9209,7799,592,1410
20200416,PR,1043.0,7315.0,,2020-04-16T07:00:00Z,04/16 03:00,56.0,2020-04-16T07:00:00Z,9823,8358,559,1465
20200417,PR,1068.0,7864.0,,2020-04-17T06:00:00Z,04/17 02:00,58.0,2020-04-17T06:00:00Z,10410,8932,574,1478
20200418,PR,1118.0,8055.0,,2020-04-18T07:00:00Z,04/18 03:00,60.0,2020-04-18T07:00:00Z,10933,9173,241,1760
20200419,PR,1213.0,8280.0,,2020-04-19T07:00:00Z,04/19 03:00,62.0,2020-04-19T07:00:00Z,11332,9493,320,1839
20200420,PR,1252.0,8486.0,,2020-04-20T06:30:00Z,04/20 02:30,63.0,2020-04-20T06:30:00Z,11633,9738,245,1895
20200421,PR,1298.0,8789.0,,2020-04-21T06:30:00Z,04/21 02:30,64.0,2020-04-21T06:30:00Z,11848,10087,349,1761
20200422,PR,915.0,8842.0,,2020-04-22T06:05:00Z,04/22 02:05,67.0,2020-04-22T06:05:00Z,11711,9757,-330,1954
20200423,PR,915.0,9313.0,,2020-04-23T06:20:00Z,04/23 02:20,69.0,2020-04-23T06:20:00Z,12179,10228,471,1951
20200424,PR,1276.0,9313.0,,2020-04-24T06:30:00Z,04/24 02:30,77.0,2020-04-24T06:30:00Z,12529,10589,361,1940
20200425,PR,1307.0,9313.0,,2020-04-25T06:30:00Z,04/25 02:30,83.0,2020-04-25T06:30:00Z,12560,10620,31,1940
20200426,PR,1371.0,9313.0,,2020-04-26T06:00:00Z,04/26 02:00,84.0,2020-04-26T06:00:00Z,12624,10684,64,1940
20200427,PR,1389.0,9313.0,,2020-04-27T06:00:00Z,04/27 02:00,84.0,2020-04-27T06:00:00Z,12642,10702,18,1940
20200428,PR,1400.0,9313.0,,2020-04-28T06:30:00Z,04/28 02:30,86.0,2020-04-28T06:30:00Z,12653,10713,11,1940
20200429,PR,1433.0,9313.0,,2020-04-29T06:00:00Z,04/29 02:00,86.0,2020-04-29T06:00:00Z,12686,10746,33,1940
20200430,PR,1539.0,9313.0,,2020-04-30T06:00:00Z,04/30 02:00,92.0,2020-04-30T06:00:00Z,10852,10852,106,0
20200501,PR,1575.0,9313.0,,2020-05-01T06:00:00Z,05/01 02:00,92.0,2020-05-01T06:00:00Z,10888,10888,36,0
20200502,PR,1757.0,9313.0,,2020-05-02T06:00:00Z,05/02 02:00,95.0,2020-05-02T06:00:00Z,11070,11070,182,0
20200503,PR,1808.0,9313.0,,2020-05-03T06:00:00Z,05/03 02:00,97.0,2020-05-03T06:00:00Z,11121,11121,51,0
20200504,PR,1843.0,9313.0,,2020-05-04T06:00:00Z,05/04 02:00,97.0,2020-05-04T06:00:00Z,11156,11156,35,0
20200505,PR,1924.0,9313.0,,2020-05-05T06:00:00Z,05/05 02:00,99.0,2020-05-05T06:00:00Z,11237,11237,81,0
20200506,PR,1968.0,,,2020-05-06T06:00:00Z,05/06 02:00,99.0,2020-05-06T06:00:00Z,1968,1968,-9269,0
20200507,PR,2031.0,,,2020-05-07T06:00:00Z,05/07 02:00,102.0,2020-05-07T06:00:00Z,2031,2031,63,0
20200508,PR,2156.0,,,2020-05-08T06:00:00Z,05/08 02:00,107.0,2020-05-08T06:00:00Z,2156,2156,125,0
20200509,PR,2173.0,,,2020-05-09T05:51:00Z,05/09 01:51,108.0,2020-05-09T05:51:00Z,2173,2173,17,0
20200510,PR,2198.0,,,2020-05-10T05:51:00Z,05/10 01:51,111.0,2020-05-10T05:51:00Z,2198,2198,25,0
20200511,PR,2256.0,,,2020-05-11T05:57:00Z,05/11 01:57,113.0,2020-05-11T05:57:00Z,2256,2256,58,0
20200512,PR,2299.0,,,2020-05-12T06:30:00Z,05/12 02:30,114.0,2020-05-12T06:30:00Z,2299,2299,43,0
20200513,PR,2329.0,,,2020-05-12T06:30:00Z,05/12 02:30,115.0,2020-05-12T06:30:00Z,2329,2329,30,0
20200514,PR,2427.0,,,2020-05-14T06:30:00Z,05/14 02:30,117.0,2020-05-14T06:30:00Z,2427,2427,98,0
20200515,PR,2542.0,,,2020-05-15T05:51:00Z,05/15 01:51,122.0,2020-05-15T05:51:00Z,2542,2542,115,0
20200516,PR,2589.0,,,2020-05-16T04:59:00Z,05/16 00:59,122.0,2020-05-16T04:59:00Z,2589,2589,47,0
20200517,PR,2646.0,,,2020-05-17T05:51:00Z,05/17 01:51,123.0,2020-05-17T05:51:00Z,2646,2646,57,0
20200518,PR,2710.0,,,2020-05-18T06:30:00Z,05/18 02:30,124.0,2020-05-18T06:30:00Z,2710,2710,64,0
20200519,PR,2805.0,,,2020-05-19T05:52:00Z,05/19 01:52,124.0,2020-05-19T05:52:00Z,2805,2805,95,0
20200520,PR,2866.0,,,2020-05-20T06:30:00Z,05/20 02:30,125.0,2020-05-20T06:30:00Z,2866,2866,61,0
20200521,PR,2913.0,,,2020-05-21T05:54:00Z,05/21 01:54,126.0,2020-05-21T05:54:00Z,2913,2913,47,0
20200522,PR,3030.0,,,2020-05-22T05:51:00Z,05/22 01:51,126.0,2020-05-22T05:51:00Z,3030,3030,117,0
20200523,PR,3100.0,,,2020-05-23T06:30:00Z,05/23 02:30,127.0,2020-05-23T06:30:00Z,3100,3100,70,0
20200524,PR,3189.0,,,2020-05-24T06:30:00Z,05/24 02:30,127.0,2020-05-24T06:30:00Z,3189,3189,89,0
20200525,PR,3260.0,,,2020-05-25T06:30:00Z,05/25 02:30,129.0,2020-05-25T06:30:00Z,3260,3260,71,0
20200526,PR,3324.0,,,2020-05-26T05:53:00Z,05/26 01:53,129.0,2020-05-26T05:53:00Z,3324,3324,64,0
20200527,PR,3397.0,,,2020-05-27T06:30:00Z,05/27 02:30,129.0,2020-05-27T06:30:00Z,3397,3397,73,0
20200528,PR,3486.0,,,2020-05-28T06:30:00Z,05/28 02:30,131.0,2020-05-28T06:30:00Z,3486,3486,89,0
20200529,PR,3647.0,,,2020-05-29T05:51:00Z,05/29 01:51,132.0,2020-05-29T05:51:00Z,3647,3647,161,0
20200530,PR,3718.0,,,2020-05-30T04:51:00Z,05/30 00:51,133.0,2020-05-30T04:51:00Z,3718,3718,71,0
20200531,PR,3776.0,,,2020-05-31T04:51:00Z,05/31 00:51,136.0,2020-05-31T04:51:00Z,3776,3776,58,0
20200601,PR,3873.0,,,2020-06-01T02:51:00Z,05/31 22:51,136.0,2020-06-01T02:51:00Z,3873,3873,97,0
20200602,PR,3935.0,,,2020-06-02T05:51:00Z,06/02 01:51,138.0,2020-06-02T05:51:00Z,3935,3935,62,0
20200603,PR,4023.0,,,2020-06-03T05:53:00Z,06/03 01:53,140.0,2020-06-03T05:53:00Z,4023,4023,88,0
20200604,PR,4508.0,,,2020-06-04T05:57:00Z,06/04 01:57,140.0,2020-06-04T05:57:00Z,4508,4508,485,0
20200605,PR,4620.0,,,2020-06-05T05:51:00Z,06/05 01:51,141.0,2020-06-05T05:51:00Z,4620,4620,112,0
20200606,PR,4915.0,,,2020-06-06T05:51:00Z,06/06 01:51,142.0,2020-06-06T05:51:00Z,4915,4915,295,0
20200607,PR,4985.0,,,2020-06-07T05:58:00Z,06/07 01:58,142.0,2020-06-07T05:58:00Z,4985,4985,70,0
20200608,PR,5046.0,,,2020-06-08T05:52:00Z,06/08 01:52,142.0,2020-06-08T05:52:00Z,5046,5046,61,0
20200609,PR,5185.0,,,2020-06-09T06:30:00Z,06/09 02:30,142.0,2020-06-09T06:30:00Z,5185,5185,139,0
20200610,PR,5329.0,,,2020-06-10T06:30:00Z,06/10 02:30,143.0,2020-06-10T06:30:00Z,5329,5329,144,0
20200611,PR,5352.0,,,2020-06-11T06:30:00Z,06/11 02:30,144.0,2020-06-11T06:30:00Z,5352,5352,23,0
20200612,PR,5536.0,,,2020-06-12T06:30:00Z,06/12 02:30,146.0,2020-06-12T06:30:00Z,5536,5536,184,0
20200613,PR,5690.0,,,2020-06-13T06:30:00Z,06/13 02:30,146.0,2020-06-13T06:30:00Z,5690,5690,154,0
20200614,PR,5811.0,,,2020-06-14T06:30:00Z,06/14 02:30,147.0,2020-06-14T06:30:00Z,5811,5811,121,0
20200615,PR,5890.0,,,2020-06-15T06:30:00Z,06/15 02:30,147.0,2020-06-15T06:30:00Z,5890,5890,79,0
20200616,PR,5951.0,,,2020-06-16T06:30:00Z,06/16 02:30,147.0,2020-06-16T06:30:00Z,5951,5951,61,0
20200617,PR,6003.0,,,2020-06-17T06:30:00Z,06/17 02:30,147.0,2020-06-17T06:30:00Z,6003,6003,52,0
20200618,PR,6111.0,,,2020-06-18T06:30:00Z,06/18 02:30,147.0,2020-06-18T06:30:00Z,6111,6111,108,0
20200619,PR,6195.0,,,2020-06-19T06:30:00Z,06/19 02:30,147.0,2020-06-19T06:30:00Z,6195,6195,84,0
20200620,PR,6463.0,,,2020-06-20T06:30:00Z,06/20 02:30,147.0,2020-06-20T06:30:00Z,6463,6463,268,0
20200621,PR,6525.0,,,2020-06-21T06:30:00Z,06/21 02:30,149.0,2020-06-21T06:30:00Z,6525,6525,62,0
20200622,PR,6564.0,,,2020-06-22T06:30:00Z,06/22 02:30,149.0,2020-06-22T06:30:00Z,6564,6564,39,0
20200623,PR,6685.0,,,2020-06-23T06:30:00Z,06/23 02:30,149.0,2020-06-23T06:30:00Z,6685,6685,121,0
20200624,PR,6820.0,,,2020-06-24T06:30:00Z,06/24 02:30,149.0,2020-06-24T06:30:00Z,6820,6820,135,0
20200625,PR,6877.0,,,2020-06-25T06:30:00Z,06/25 02:30,151.0,2020-06-25T06:30:00Z,6877,6877,57,0
20200626,PR,6922.0,,,2020-06-26T06:30:00Z,06/26 02:30,151.0,2020-06-26T06:30:00Z,6922,6922,45,0
20200627,PR,7066.0,,,2020-06-27T06:30:00Z,06/27 02:30,152.0,2020-06-27T06:30:00Z,7066,7066,144,0
20200628,PR,7189.0,,,2020-06-28T06:30:00Z,06/28 02:30,153.0,2020-06-28T06:30:00Z,7189,7189,123,0
20200629,PR,7250.0,,,2020-06-29T06:30:00Z,06/29 02:30,153.0,2020-06-29T06:30:00Z,7250,7250,61,0
20200630,PR,7465.0,,,2020-06-30T06:30:00Z,06/30 02:30,153.0,2020-06-30T06:30:00Z,7465,7465,215,0
20200301,RI,1.0,,,,,,,1,1,0,0
20200302,RI,1.0,,,,,,,1,1,0,0
20200303,RI,2.0,6.0,,,,,,8,8,7,0
20200304,RI,2.0,11.0,,,,,,13,13,5,0
20200305,RI,2.0,17.0,,,,,,19,19,6,0
20200306,RI,3.0,17.0,,,,,,20,20,1,0
20200307,RI,3.0,30.0,,,,,,33,33,13,0
20200308,RI,3.0,30.0,,,,,,45,33,0,12
20200309,RI,3.0,30.0,,,,,,39,33,0,6
20200310,RI,3.0,58.0,,,,,,67,61,28,6
20200311,RI,5.0,94.0,,,,,,123,99,38,24
20200312,RI,5.0,94.0,,2020-03-12T00:00:00Z,03/11 20:00,,2020-03-12T00:00:00Z,107,99,0,8
20200313,RI,14.0,142.0,,2020-03-13T00:00:00Z,03/12 20:00,,2020-03-13T00:00:00Z,185,156,57,29
20200314,RI,20.0,198.0,,2020-03-14T00:00:00Z,03/13 20:00,,2020-03-14T00:00:00Z,275,218,62,57
20200315,RI,20.0,271.0,,2020-03-15T00:00:00Z,03/14 20:00,,2020-03-15T00:00:00Z,348,291,73,57
20200316,RI,21.0,308.0,,2020-03-16T15:40:00Z,03/16 11:40,,2020-03-16T15:40:00Z,478,329,38,149
20200317,RI,23.0,403.0,,2020-03-17T00:00:00Z,03/16 20:00,,2020-03-17T00:00:00Z,575,426,97,149
20200318,RI,33.0,540.0,,2020-03-18T00:00:00Z,03/17 20:00,,2020-03-18T00:00:00Z,907,573,147,334
20200319,RI,44.0,654.0,,2020-03-19T00:00:00Z,03/18 20:00,,2020-03-19T00:00:00Z,1032,698,125,334
20200320,RI,54.0,800.0,,2020-03-20T00:00:00Z,03/19 20:00,,2020-03-20T00:00:00Z,994,854,156,140
20200321,RI,66.0,862.0,,2020-03-21T00:00:00Z,03/20 20:00,,2020-03-21T00:00:00Z,1218,928,74,290
20200322,RI,83.0,932.0,,2020-03-22T15:25:00Z,03/22 11:25,,2020-03-22T15:25:00Z,1231,1015,87,216
20200323,RI,106.0,1143.0,,2020-03-23T15:25:00Z,03/23 11:25,,2020-03-23T15:25:00Z,1465,1249,234,216
20200324,RI,124.0,1200.0,,2020-03-24T00:00:00Z,03/23 20:00,,2020-03-24T00:00:00Z,1401,1324,75,77
20200325,RI,132.0,1262.0,,2020-03-25T00:00:00Z,03/24 20:00,,2020-03-25T00:00:00Z,1590,1394,70,196
20200326,RI,165.0,1262.0,,2020-03-26T00:00:00Z,03/25 20:00,,2020-03-26T00:00:00Z,1608,1427,33,181
20200327,RI,203.0,2306.0,,2020-03-27T00:00:00Z,03/26 20:00,,2020-03-27T00:00:00Z,2647,2509,1082,138
20200328,RI,239.0,2541.0,,2020-03-28T00:00:00Z,03/27 20:00,,2020-03-28T00:00:00Z,2918,2780,271,138
20200329,RI,294.0,2840.0,,2020-03-29T00:00:00Z,03/28 20:00,3.0,2020-03-29T00:00:00Z,3134,3134,354,0
20200330,RI,402.0,3187.0,,2020-03-30T00:00:00Z,03/29 20:00,4.0,2020-03-30T00:00:00Z,3589,3589,455,0
20200331,RI,489.0,3476.0,35.0,2020-03-31T00:00:00Z,03/30 20:00,8.0,2020-03-31T00:00:00Z,3965,3965,376,0
20200401,RI,566.0,3831.0,35.0,2020-04-01T00:00:00Z,03/31 20:00,10.0,2020-04-01T00:00:00Z,4397,4397,432,0
20200402,RI,657.0,4412.0,35.0,2020-04-02T00:00:00Z,04/01 20:00,12.0,2020-04-02T00:00:00Z,5069,5069,672,0
20200403,RI,709.0,4857.0,35.0,2020-04-03T00:00:00Z,04/02 20:00,14.0,2020-04-03T00:00:00Z,5566,5566,497,0
20200404,RI,806.0,5584.0,35.0,2020-04-04T00:00:00Z,04/03 20:00,17.0,2020-04-04T00:00:00Z,6390,6390,824,0
20200405,RI,922.0,6259.0,35.0,2020-04-05T00:00:00Z,04/04 20:00,25.0,2020-04-05T00:00:00Z,7181,7181,791,0
20200406,RI,1082.0,7399.0,35.0,2020-04-06T00:00:00Z,04/05 20:00,27.0,2020-04-06T00:00:00Z,8481,8481,1300,0
20200407,RI,1230.0,9077.0,35.0,2020-04-07T00:00:00Z,04/06 20:00,30.0,2020-04-07T00:00:00Z,10307,10307,1826,0
20200408,RI,1450.0,10682.0,35.0,2020-04-08T00:00:00Z,04/07 20:00,35.0,2020-04-08T00:00:00Z,12132,12132,1825,0
20200409,RI,1727.0,10682.0,35.0,2020-04-09T00:00:00Z,04/08 20:00,43.0,2020-04-09T00:00:00Z,12409,12409,277,0
20200410,RI,2015.0,12281.0,35.0,2020-04-10T00:00:00Z,04/09 20:00,49.0,2020-04-10T00:00:00Z,14296,14296,1887,0
20200411,RI,2349.0,15858.0,35.0,2020-04-11T00:00:00Z,04/10 20:00,56.0,2020-04-11T00:00:00Z,18207,18207,3911,0
20200412,RI,2665.0,17685.0,35.0,2020-04-12T00:00:00Z,04/11 20:00,63.0,2020-04-12T00:00:00Z,20350,20350,2143,0
20200413,RI,2976.0,17685.0,135.0,2020-04-13T00:00:00Z,04/12 20:00,73.0,2020-04-13T00:00:00Z,20661,20661,311,0
20200414,RI,3251.0,19649.0,135.0,2020-04-14T00:00:00Z,04/13 20:00,80.0,2020-04-14T00:00:00Z,22900,22900,2239,0
20200415,RI,3529.0,22368.0,168.0,2020-04-15T00:00:00Z,04/14 20:00,87.0,2020-04-15T00:00:00Z,25897,25897,2997,0
20200416,RI,3838.0,24226.0,182.0,2020-04-16T00:00:00Z,04/15 20:00,105.0,2020-04-16T00:00:00Z,28064,28064,2167,0
20200417,RI,4177.0,26584.0,196.0,2020-04-17T00:00:00Z,04/16 20:00,118.0,2020-04-17T00:00:00Z,30761,30761,2697,0
20200418,RI,4479.0,28335.0,217.0,2020-04-18T00:00:00Z,04/17 20:00,150.0,2020-04-18T00:00:00Z,32814,32814,2053,0
20200419,RI,4755.0,29993.0,244.0,2020-04-19T00:00:00Z,04/18 20:00,164.0,2020-04-19T00:00:00Z,34748,34748,1934,0
20200420,RI,5098.0,31990.0,267.0,2020-04-20T00:00:00Z,04/19 20:00,175.0,2020-04-20T00:00:00Z,37088,37088,2340,0
20200421,RI,5467.0,33833.0,315.0,2020-04-21T00:00:00Z,04/20 20:00,186.0,2020-04-21T00:00:00Z,39300,39300,2212,0
20200422,RI,5845.0,35881.0,315.0,2020-04-22T00:00:00Z,04/21 20:00,201.0,2020-04-22T00:00:00Z,41726,41726,2426,0
20200423,RI,6262.0,38163.0,342.0,2020-04-23T00:00:00Z,04/22 20:00,213.0,2020-04-23T00:00:00Z,44425,44425,2699,0
20200424,RI,6699.0,40558.0,377.0,2020-04-24T00:00:00Z,04/23 20:00,202.0,2020-04-24T00:00:00Z,47257,47257,2832,0
20200425,RI,7129.0,43762.0,410.0,2020-04-25T00:00:00Z,04/24 20:00,215.0,2020-04-25T00:00:00Z,50891,50891,3634,0
20200426,RI,7439.0,45964.0,433.0,2020-04-26T00:00:00Z,04/25 20:00,226.0,2020-04-26T00:00:00Z,53403,53403,2512,0
20200427,RI,7708.0,48177.0,452.0,2020-04-27T00:00:00Z,04/26 20:00,233.0,2020-04-27T00:00:00Z,55885,55885,2482,0
20200428,RI,7926.0,49767.0,466.0,2020-04-28T00:00:00Z,04/27 20:00,239.0,2020-04-28T00:00:00Z,57693,57693,1808,0
20200429,RI,8247.0,51918.0,391.0,2020-04-29T00:00:00Z,04/28 20:00,251.0,2020-04-29T00:00:00Z,60165,60165,2472,0
20200430,RI,8621.0,55089.0,461.0,2020-04-30T00:00:00Z,04/29 20:00,266.0,2020-04-30T00:00:00Z,63710,63710,3545,0
20200501,RI,8962.0,57686.0,485.0,2020-05-01T00:00:00Z,04/30 20:00,279.0,2020-05-01T00:00:00Z,66648,66648,2938,0
20200502,RI,9289.0,60639.0,531.0,2020-05-02T00:00:00Z,05/01 20:00,296.0,2020-05-02T00:00:00Z,69928,69928,3280,0
20200503,RI,9477.0,62450.0,565.0,2020-05-03T00:00:00Z,05/02 20:00,320.0,2020-05-03T00:00:00Z,71927,71927,1999,0
20200504,RI,9652.0,64484.0,601.0,2020-05-04T00:00:00Z,05/03 20:00,341.0,2020-05-04T00:00:00Z,74136,74136,2209,0
20200505,RI,9933.0,66502.0,639.0,2020-05-05T00:00:00Z,05/04 20:00,355.0,2020-05-05T00:00:00Z,76435,76435,2299,0
20200506,RI,10205.0,69168.0,665.0,2020-05-06T12:00:00Z,05/06 08:00,370.0,2020-05-06T12:00:00Z,79373,79373,2938,0
20200507,RI,10530.0,71788.0,696.0,2020-05-06T12:00:00Z,05/06 08:00,388.0,2020-05-06T12:00:00Z,82318,82318,2945,0
20200508,RI,10779.0,74487.0,730.0,2020-05-08T12:00:00Z,05/08 08:00,399.0,2020-05-08T12:00:00Z,85266,85266,2948,0
20200509,RI,10989.0,76826.0,772.0,2020-05-09T12:00:00Z,05/09 08:00,418.0,2020-05-09T12:00:00Z,87815,87815,2549,0
20200510,RI,11274.0,79939.0,809.0,2020-05-10T12:00:00Z,05/10 08:00,422.0,2020-05-10T12:00:00Z,91213,91213,3398,0
20200511,RI,11450.0,81882.0,841.0,2020-05-11T12:00:00Z,05/11 08:00,430.0,2020-05-11T12:00:00Z,93332,93332,2119,0
20200512,RI,11614.0,83625.0,863.0,2020-05-12T12:00:00Z,05/12 08:00,444.0,2020-05-12T12:00:00Z,95239,95239,1907,0
20200513,RI,11835.0,86087.0,886.0,2020-05-13T12:00:00Z,05/13 08:00,462.0,2020-05-13T12:00:00Z,97922,97922,2683,0
20200514,RI,12016.0,89585.0,903.0,2020-05-14T12:00:00Z,05/14 08:00,468.0,2020-05-14T12:00:00Z,101601,101601,3679,0
20200515,RI,12219.0,92759.0,919.0,2020-05-15T12:00:00Z,05/15 08:00,479.0,2020-05-15T12:00:00Z,104978,104978,3377,0
20200516,RI,12434.0,96046.0,947.0,2020-05-16T12:00:00Z,05/16 08:00,489.0,2020-05-16T12:00:00Z,108480,108480,3502,0
